token,lemma_guess,tag,sentence,category
خواهم,خواه,V_AUX_INF_PF_1,اگر بستر فراهم باشد ، قطعا خواهم بود .,verbal
نظرم,نظر,N_SING_COM_PAFF_1,بعد مساله شغل است که به نظرم خیلی روی این قضیه فکر درستی نکرده‌ایم .,possessive
صورتم,صورت,N_SING_COM_PAFF_1,دنگی زد تو صورتم .,possessive
باشم,باش,V_AUX_INF_PSUB_1,پدر : احمد بگو ، قول میدم کاری بهت نداشته باشم ، بابا !,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
دستم,دست,N_SING_COM_PAFF_1,دستم بگرفت و پا به پا برد .,possessive
روزه‌م,روزه‌,V_PRE_NC_1,محمود : منم روزه‌م .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,اما بیشتر اوقات فارغ از این دغدغه به نقش فکر می‌کنم .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,وقتی به بیهودگی ، پیش‌پاافتادگی یا ناسودمندی کاری یقین پیدا می‌کنم ، رهایش می‌کنم .,verbal
می‌برم,می‌بر,V_PRS_POS_1,هر‌چه بیشتر کار می‌کنم ، به اهمیت تحقیق بیشتر پی می‌برم .,verbal
زبانم,زبان,N_SING_COM_PAFF_1,یک حرف و دو حرف بر زبانم .,possessive
خوشحالم,خوشحال,V_PRE_ADJC_1,* من از وجود این همه علاقه‌مند به این حرفه خوشحالم .,copular
بدنم,بدن,N_SING_COM_PAFF_1,# نمونه‌ای از رباعیات وی # مرغ باغ ملکوتم نیم از عالم خاک ، چند روزی قفسی ساخته‌اند از بدنم ، جان که از عالم علویست یقین می‌دانم ، رخت خود باز برآنم که همانجا فگنم ، مانده‌ام سخت عجب کز چه سبب ساخت مرا ، یا چه بودست مراد وی ازین ساختنم ، از کجا آمده‌ام آمدنم بهر چه بود ، به کجا می‌روم * آخر ننمایی وطنم ، * روزها فکر من این است و همه شب سخنم ، که چرا فارغ از احوال دل خویشتنم !!! .,possessive
دستم,دست,N_SING_COM_PAFF_1,رایس فرهنگ که اجازه نشستن داد ، نگاهش لحظه‌ای روی دستم مکث کرد و بعد چیزی را که می‌نوشت تمام کرد و می‌خواست متوجه من بشود که رونویس حکم را روی میزش گذاشته بودم .,possessive
دستم,دست,N_SING_COM_PAFF_1,دستم بگرفت و پا به پا برد .,possessive
می‌دانم,می‌دان,V_PRS_POS_1,به خاطر حساسیت این برنامه دائما پیگیر بودند و مشکلات من را می‌دانستند و الان می‌دانم که مشکلات من مشکلات ایشان هم هست .,verbal
می‌خواستم,می‌خواست,V_PA_PRG_POS_1,گفتم دقیقا همان چیزی است که من می‌خواستم ؛ یعنی بیننده بعد از دیدن این حرفها بگوید که آدمی که می‌رود دزدی می‌کند ، به خاطر این مسائل می‌آید جایی ، می‌گوید چقدر اشتباه کردم ، آنجا جایگاهی است که در آن خدا چیزی برای انسان خلق کرده ، نه اینجا .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,* آخرین حرفم که امیدوارم حتما چاپ بشود ، این است که من از چند نفری که باید خیلی تشکر کنم ، یکی از اهالی همین محله‌ای است که در آن کار می‌کنیم .,copular
دستم,دست,N_SING_COM_PAFF_1,شب جمعه رفتیم تو سفارت و توی صحنه و پرده رو نیمه‌باز کردن که دستم رو یکی گرفت و گفت نمی‌خواد بخونی .,possessive
خواهم,خواه,V_AUX_INF_PF_1,اگر چنین تیپی پیشنهاد شود ، همه تلاشم را برای درست بازی کردن آن خواهم کرد .,verbal
پدرم,پدر,N_SING_COM_PAFF_1,وحید در این باره می‌گوید : « عشق را از مادرم و غرور را از پدرم آموختم .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم ، این کار برای نوجوانانی که این مسائل و مشکلات را در زندگیشان دارند ، بسیار مفید و موثر است و آنها می‌توانند با سمبل قرار دادن شخصیتی به نام سحر به الگوی مناسبی در زندگی برسند و به نوعی همذات‌پنداری کنند .,possessive
باشم,باش,V_AUX_INF_PSUB_1,* در پایان از شما تشکر می‌کنم که به یک گوینده تازه‌کار توجه کردید ؛ و از پیش‌کسوتان خودم در این حرفه عذرخواهی می‌کنم ، اگر جسارت کرده و قبل از آنها در این مصاحبه شرکت کرده باشم .,verbal
عموم,عمو,QUA_GEN,از‌آن‌پس ، عموم یافته‌ها بر این دلالت دارند که تماشاگران تلویزیون مذهبی را می‌توان با ویژگیهایی چون قرار داشتن در رده پایین و مذهبی بودن مشخص کرد ) بود‌نیام ، 1981 ؛ گری ، 1984 ؛ پریتچارد ، 1985 ( .,possessive
بدهم,بده,V_SUB_POS_1,* عقیلی : من این را توضیح بدهم بعد اگر دوستان توضیحی دارند بدهند .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که خدا هم توفیق بدهد .,copular
نظرم,نظر,N_SING_COM_PAFF_1,معارف فراوانی از قول زنان غیبگو بازگو شده ؛ و درباره اوراق نامعلومی که اطراف دودونا می‌جنبید ، از قدیم چیزهایی رازناک و مقدس نقل شده بود - اما [ ... ] همین حکایت خیال‌انگیزی که شیطان در خلوت مقبره کنارم نشست و برایم تعریف کرد ، به نظرم از همه عالیتر است .,possessive
هستم,هست,V_PRS_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
شغلم,شغل,N_SING_COM_PAFF_1,» زمانی که خبرنگار نشریه « کاندیز » برای مصاحبه به خانه کوین می‌رود ، متوجه می‌شود که خانواده‌اش در مورد مصاحبه با او بحث زیادی داشته‌اند و او را از قبول مصاحبه منع کرده‌اند : « آنها همیشه در این مورد و این که من راجع‌به خودم و شغلم مصاحبه کنم ، با من بحث می‌کنند ، ولی من فکر می‌کنم که با این کار خودم را کوچک نکرده‌ام .,possessive
سرم,سر,N_SING_COM_PAFF_1,و من ایستادم در باتلاق ، بین نیلوفران بلند ، و باران بر سرم فرو‌می‌چکید - و نیلوفرها همگی در شکوه فلاکت خود آه می‌کشیدند .,possessive
سرم,سر,N_SING_COM_PAFF_1,!ادبی! وقتی شیطان به سرم دست کشید ، گفت : « گوش کن ؛ دیاری که می‌گویم دیاری است ملال‌آور در لیبی ، در کنار رود زایر ، و جایی که در آن نه آرامش است ، نه سکوت .,possessive
کردم,کرد,V_PA_SIM_POS_1,بخش گزارش که در آن - همان‌طور‌که عرض کردم - با دانشجویان و اساتید صحبت می‌شود .,verbal
فکرم,فکر,N_SING_COM_PAFF_1,فکرم این بود که به این وسیله یک فضای خیلی دلگیر و وهم‌آلود به وجود بیاورم و این که انسان شایسته نیست در این فضا باشد .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
می‌کنم,می‌کن,V_PRS_POS_1,* فکر می‌کنم شان نویسنده بالاتر از این حرفهاست .,verbal
نظرم,نظر,N_SING_COM_PAFF_1,آثار تولیدشده به نظرم قابل اعتنا نیست و چیز تازه‌ای در این زمینه نمی‌شنوم .,possessive
بگیرم,بگیر,V_SUB_POS_1,احمد [ هق‌هق‌کنان ] روزه‌مو ... نتونستم ... جلو خودمو بگیرم [ .,verbal
می‌خواهم,می‌خواه,V_PRS_POS_1,می‌خواهم ببینم که شما چطور به این ساخت رسیدید ؟,verbal
